queue_id,source_path,title,domain,artifact_type,proposed_id,proposed_hsn,status,priority,notes
IQ-0339,research/intelligence-sweeps/2026-03-18_to_03-19_24hr-expanded-sweep.md,"🔴 AI Intelligence Sweep — Mar 18-19, 2026 — 24hr Convergence Tracker (AI + Health + Aerospace)",research,artifact,AL-ARCH-BA5F3EB8,H07-S12-N03,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0340,research/shugs-microscopy-cross-reference-april-2026.md,Cross-Reference Analysis: Microscopy Breakthroughs and Atlas Lattice Frameworks,research,artifact,AL-ARCH-B4C440F1,H01-S05-N05,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0341,aluminum-os/ALUMINUM_ARCHITECTURE_DIAGRAM.md,ALUMINUM UNIFIED OS - ARCHITECTURE DIAGRAM,aluminum-os,artifact,AL-ARCH-26A7C640,H03-S12-N07,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0342,aluminum-os/ALUMINUM_COMPLETE_ARTIFACT_INDEX.md,Aluminum OS - Complete Artifact Index,aluminum-os,artifact,AL-ARCH-05F1A1E1,H06-S02-N06,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0343,aluminum-os/ALUMINUM_CONSTITUTIONAL_CHARTER.md,THE ALUMINUM CONSTITUTIONAL CHARTER,aluminum-os,doctrine,AL-GOV-A5EB31CE,H10-S08-N02,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0344,aluminum-os/ALUMINUM_KERNEL_IMPLEMENTATION_SUMMARY.md,Aluminum v2.1 Kernel Skeleton - Implementation Complete,aluminum-os,report,AL-RESEARCH-2C5A4CA6,H09-S07-N05,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0345,aluminum-os/ALUMINUM_MULTI_AGENT_UPDATE_FEB_5_2026.md,"Aluminum v2.1 Multi-Agent Update - February 5, 2026",aluminum-os,artifact,AL-ARCH-91E47B47,H02-S01-N04,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0346,aluminum-os/ALUMINUM_OS_COMPLETE_PACKAGE.md,ALUMINUM UNIFIED OS - COMPLETE PACKAGE,aluminum-os,artifact,AL-ARCH-A326F166,H08-S03-N02,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0347,aluminum-os/ALUMINUM_PITCH_DECK.md,ALUMINUM: THE UNIFIED INTELLIGENCE LAYER,aluminum-os,artifact,AL-ARCH-66CAB380,H07-S11-N12,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0348,aluminum-os/ALUMINUM_PROTOCOL_SPECIFICATION.md,ALUMINUM PROTOCOL SPECIFICATION,aluminum-os,spec,AL-GP-990ED156,H10-S03-N06,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0349,aluminum-os/ALUMINUM_UNIFIED_OS_WHITE_PAPER.md,THE ALUMINUM UNIFIED OS,aluminum-os,artifact,AL-ARCH-DA07F438,H03-S08-N05,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0350,aluminum-os/ALUMINUM_V2_1_KERNEL_SPECIFICATION.md,ALUMINUM v2.1 – KERNEL + PLUGIN ARCHITECTURE,aluminum-os,spec,AL-GP-848FA241,H01-S12-N07,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0351,aluminum-os/CLAUDE_OPUS_4_6_ALUMINUM_INTEGRATION_PLAN.md,Claude Opus 4.6 Integration Plan for Aluminum v2.1,aluminum-os,artifact,AL-ARCH-15895C56,H10-S06-N09,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0352,aluminum-os/CLAUDE_OPUS_4_6_RESEARCH.md,Claude Opus 4.6 - Complete Feature Analysis,aluminum-os,artifact,AL-ARCH-5A160CC7,H07-S11-N01,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0353,aluminum-os/FINAL_DELIVERY_SUMMARY.md,ALUMINUM OS v2.0 - COMPLETE GRAND SYNTHESIS,aluminum-os,report,AL-RESEARCH-817B49B0,H10-S04-N02,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0354,aluminum-os/GAMMA_PLUGIN_SPECIFICATION_COPILOT.md,Gamma Plugin v1 - Build-Ready Specification,aluminum-os,spec,AL-GP-ACAFF26B,H05-S08-N03,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0355,aluminum-os/GRAND_SYNTHESIS_MASTER.md,ALUMINUM OS - GRAND SYNTHESIS MASTER,aluminum-os,artifact,AL-ARCH-9146D0F9,H02-S11-N05,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0356,aluminum-os/INTEGRATION_REPORT.md,ALUMINUM OS v2.0 - INTEGRATION REPORT,aluminum-os,report,AL-RESEARCH-69FBACED,H10-S12-N05,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0357,aluminum-os/SYNTHESIS_REPORT.md,ALUMINUM OS - EXTRACTION & SYNTHESIS REPORT,aluminum-os,report,AL-RESEARCH-94866070,H05-S03-N01,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0358,aluminum-os/VENDOR_INTEGRATION_PLANS.md,ALUMINUM VENDOR INTEGRATION PLANS,aluminum-os,artifact,AL-ARCH-761A76FD,H11-S03-N11,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0359,aluminum-os/v3.0-unified-field.md,"⚡ ALUMINUM OS - THE UNIFIED FIELD v3.0 (March 8, 2026)",aluminum-os,artifact,AL-ARCH-01F79FDB,H02-S08-N04,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0360,aluminum-os/v4.0-socratic-os-integration-report.md,"🖥️ Aluminum OS v4.0 — Socratic Operating System: Full Integration Report — March 8, 2026",aluminum-os,report,AL-RESEARCH-6896687B,H09-S07-N09,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0361,bazinga/README.md,BAZINGA,bazinga,guide,AL-ARCH-F870FB4B,H09-S05-N12,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0362,manus-vault/Digital_Noahs_Ark/01_architecture_spec.md,Digital Noah's Ark: AI-Native OS Architecture,manus-vault,spec,AL-GP-06A0E35D,H07-S05-N12,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0363,manus-vault/Digital_Noahs_Ark/02_invisible_interface_design.md,1. The Core Problem: The Paradox of Power,manus-vault,artifact,AL-ARCH-A841C4B6,H01-S06-N05,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0364,manus-vault/Digital_Noahs_Ark/03_feature_absorption_engine.md,"1. The Strategic Imperative: Absorb, Don't Rebuild",manus-vault,artifact,AL-ARCH-563C0149,H03-S01-N02,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0365,manus-vault/Digital_Noahs_Ark/04_continuity_bridge_architecture.md,Continuity Bridge: Technical Architecture,manus-vault,artifact,AL-ARCH-104973A6,H05-S02-N08,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0366,manus-vault/MVP_Architect_Session/copilot_message.md,Copilot Message,manus-vault,artifact,AL-ARCH-B538A518,H02-S09-N10,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0367,manus-vault/MVP_Architect_Session/mvp-architect-skill/SKILL.md,MVP Architect,manus-vault,artifact,AL-ARCH-7CE7A51C,H05-S04-N10,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0368,manus-vault/MVP_Architect_Session/mvp_proposal.md,Proposal: Notion AI Kernel MVP for Cross-Platform Consensus,manus-vault,artifact,AL-ARCH-0CA84926,H01-S01-N02,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0369,manus-vault/MVP_Architect_Session/review.md,Review of Notion AI Kernel Integration Specification,manus-vault,artifact,AL-ARCH-569407C9,H03-S05-N08,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0370,manus-vault/MVP_Architect_Session/session_log.md,MVP Architect Session Log,manus-vault,artifact,AL-ARCH-4F337F19,H08-S04-N08,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0371,manus-vault/README.md,Manus Vault,manus-vault,guide,AL-ARCH-B07F49B6,H09-S08-N02,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0372,manus-vault/Skills/ai-native-os-architect/SKILL.md,AI-Native OS Architect,manus-vault,artifact,AL-ARCH-DC033319,H05-S04-N04,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0373,manus-vault/Skills/mvp-architect/SKILL.md,MVP Architect,manus-vault,artifact,AL-ARCH-11D6DE4D,H06-S11-N07,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0374,manus-vault/session_summary.md,Session Summary: Digital Noah's Ark - Total Annihilation Phase,manus-vault,report,AL-RESEARCH-E91BB68C,H06-S04-N03,QUEUED,7,Autogenerated candidate for registry ingestion.
